card_name,f1,f1_sig_strike_per,f1_sig_strike_total,f1_td_attempt,f1_td_succeed,f2,f2_sig_strike_per,f2_sig_strike_total,f2_td_attempt,f2_td_succeed,fights_location,round_format,round_fought,weight_class,winner,winning_method,fight_year,SApM_f1,SLpM_f1,height_f1,reach_f1,stance_f1,strAcc_f1,strDef_f1,subAvg_f1,tdAcc_f1,tdAvg_f1,tdDef_f1,weight_f1,born_year_f1,win_f1,lose_f1,draw_f1,nc_f1,SApM_f2,SLpM_f2,height_f2,reach_f2,stance_f2,strAcc_f2,strDef_f2,subAvg_f2,tdAcc_f2,tdAvg_f2,tdDef_f2,weight_f2,born_year_f2,win_f2,lose_f2,draw_f2,nc_f2,f1_age_when_fight,f2_age_when_fight
UFC 40: Vendetta,Andrei Arlovski,0.53,26.0,0.0,0.0,Ian Freeman,0.09,11.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,1.0,Heavyweight,1.0,KO/TKO,2002.0,3.22,3.82,190.5,77.0,Orthodox,0.45,0.57,0.2,0.35,0.37,0.76,240,1979,34,24,0,2,3.11,2.54,180.34,73.0,Orthodox,0.48,0.44,0.7,0.4,1.44,0.8,225.0,1966.0,20.0,7.0,1.0,0.0,23.0,36.0
UFC 40: Vendetta,Gil Castillo,0.68,32.0,1.0,1.0,Matt Hughes,0.5,2.0,0.0,0.0,"Las Vegas, Nevada, USA",5.0,1.0,Welterweight,0.0,KO/TKO,2002.0,2.22,0.6,175.26,71.0,Southpaw,0.45,0.44,0.0,0.45,3.33,0.5,170,1965,8,5,0,0,1.36,2.14,175.26,73.0,Switch,0.53,0.53,1.2,0.5,2.95,0.35,170.0,1973.0,45.0,9.0,0.0,0.0,37.0,29.0
UFC 40: Vendetta,Chuck Liddell,0.37,35.0,0.0,0.0,Renato Sobral,0.55,18.0,2.0,0.0,"Las Vegas, Nevada, USA",3.0,1.0,Light Heavyweight,1.0,KO/TKO,2002.0,2.71,2.97,187.96,76.0,Orthodox,0.35,0.56,0.0,0.75,0.44,0.81,205,1969,21,8,0,0,1.53,2.23,185.42,75.0,Orthodox,0.45,0.57,2.6,0.42,2.48,0.65,205.0,1975.0,37.0,11.0,0.0,0.0,33.0,27.0
UFC 39: The Warriors Return,Ricco Rodriguez,0.48,80.0,5.0,4.0,Randy Couture,0.5,78.0,5.0,5.0,"Uncasville, Connecticut, USA",5.0,5.0,Heavyweight,1.0,KO/TKO,2002.0,1.15,1.85,193.04,78.0,Orthodox,0.51,0.61,1.0,0.39,2.3,0.4,265,1977,53,25,0,1,1.53,2.85,185.42,75.0,Orthodox,0.57,0.59,0.5,0.46,2.78,0.58,205.0,1963.0,19.0,11.0,0.0,0.0,25.0,39.0
UFC 39: The Warriors Return,Wesley Correira,0.64,214.0,0.0,0.0,Tim Sylvia,0.4,65.0,1.0,0.0,"Uncasville, Connecticut, USA",3.0,2.0,Heavyweight,0.0,KO/TKO,2002.0,8.8,2.6,190.5,77.0,Orthodox,0.36,0.4,0.0,0.0,0.0,0.9,260,1978,20,16,0,0,2.61,4.23,203.2,80.0,Orthodox,0.41,0.61,0.1,1.0,0.11,0.75,265.0,1976.0,31.0,10.0,0.0,1.0,24.0,26.0
UFC 38: Brawl at the Hall,Renato Sobral,0.46,90.0,4.0,4.0,Elvis Sinosic,0.35,20.0,1.0,0.0,"London, England, United Kingdom",3.0,3.0,Light Heavyweight,1.0,U-DEC,2002.0,1.53,2.23,185.42,75.0,Orthodox,0.45,0.57,2.6,0.42,2.48,0.65,205,1975,37,11,0,0,4.6,1.13,190.5,77.0,Orthodox,0.37,0.53,1.2,0.0,0.0,0.0,205.0,1971.0,7.0,11.0,2.0,0.0,27.0,31.0
UFC 38: Brawl at the Hall,Phillip Miller,0.56,53.0,22.0,4.0,James Zikic,0.43,66.0,1.0,0.0,"London, England, United Kingdom",3.0,3.0,Light Heavyweight,1.0,U-DEC,2002.0,1.93,1.61,180.34,73.0,Orthodox,0.54,0.5,0.6,0.25,3.62,1.0,185,1979,16,0,0,0,1.6,1.47,187.96,75.0,Orthodox,0.35,0.44,0.5,0.25,0.5,0.74,205.0,1977.0,21.0,10.0,2.0,0.0,23.0,25.0
UFC 38: Brawl at the Hall,Eugene Jackson,0.66,6.0,0.0,0.0,Mark Weir,0.0,1.0,0.0,0.0,"London, England, United Kingdom",3.0,1.0,Middleweight,0.0,KO/TKO,2002.0,3.44,2.19,172.72,70.0,Orthodox,0.33,0.32,2.3,0.71,1.91,0.16,185,1966,15,9,1,0,2.5,1.54,187.96,75.0,Southpaw,0.56,0.38,2.4,0.5,0.8,0.25,185.0,1967.0,21.0,18.0,1.0,0.0,36.0,35.0
UFC 38: Brawl at the Hall,Leigh Remedios,0.31,29.0,3.0,2.0,Genki Sudo,0.41,12.0,0.0,0.0,"London, England, United Kingdom",3.0,2.0,Lightweight,0.0,SUB,2002.0,1.36,0.75,170.18,69.0,Orthodox,0.41,0.68,0.0,0.0,0.0,0.33,155,1976,18,10,2,0,2.23,1.55,175.26,71.0,Orthodox,0.39,0.33,4.2,0.6,3.58,0.5,155.0,1978.0,15.0,4.0,2.0,0.0,26.0,24.0
UFC 38: Brawl at the Hall,Ian Freeman,0.77,44.0,0.0,0.0,Frank Mir,0.6,10.0,5.0,1.0,"London, England, United Kingdom",3.0,1.0,Heavyweight,1.0,KO/TKO,2002.0,3.11,2.54,180.34,73.0,Orthodox,0.48,0.44,0.7,0.4,1.44,0.8,225,1966,20,7,1,0,3.84,2.18,190.5,79.0,Southpaw,0.47,0.38,2.0,0.4,2.02,0.54,264.0,1979.0,18.0,11.0,0.0,0.0,36.0,23.0
UFC 38: Brawl at the Hall,Carlos Newton,0.75,77.0,6.0,4.0,Matt Hughes,0.33,9.0,1.0,0.0,"London, England, United Kingdom",5.0,4.0,Welterweight,0.0,KO/TKO,2002.0,1.55,0.65,175.26,71.0,Orthodox,0.41,0.44,0.9,0.7,2.47,0.43,170,1976,16,14,0,0,1.36,2.14,175.26,73.0,Switch,0.53,0.53,1.2,0.5,2.95,0.35,170.0,1973.0,45.0,9.0,0.0,0.0,26.0,29.0
UFC 37: High Impact,Yves Edwards,0.59,32.0,6.0,3.0,Caol Uno,0.56,23.0,1.0,1.0,"Bossier City, Louisiana, USA",3.0,3.0,Lightweight,0.0,U-DEC,2002.0,2.34,2.91,175.26,73.0,Southpaw,0.42,0.66,0.7,0.53,0.76,0.69,155,1976,42,22,1,1,1.9,1.91,170.18,70.0,Southpaw,0.49,0.5,0.5,0.31,1.95,0.37,155.0,1975.0,33.0,19.0,5.0,0.0,26.0,27.0
UFC 37: High Impact,Ivan Salaverry,0.59,72.0,2.0,2.0,Andrei Semenov,0.1,46.0,2.0,1.0,"Bossier City, Louisiana, USA",3.0,3.0,Middleweight,1.0,KO/TKO,2002.0,1.19,3.01,182.88,74.0,Orthodox,0.47,0.76,2.5,0.18,0.49,0.36,185,1971,14,9,0,0,2.44,0.78,182.88,74.0,Orthodox,0.15,0.6,0.4,0.8,1.74,0.55,185.0,1977.0,34.0,9.0,2.0,0.0,31.0,25.0
UFC 37: High Impact,Phil Baroni,0.47,23.0,2.0,0.0,Amar Suloev,0.6,15.0,1.0,1.0,"Bossier City, Louisiana, USA",3.0,1.0,Middleweight,1.0,KO/TKO,2002.0,3.93,2.77,175.26,72.0,Orthodox,0.45,0.4,0.5,0.47,1.46,0.6,170,1976,15,18,0,0,2.19,1.98,175.26,71.0,Orthodox,0.37,0.7,0.3,1.0,0.27,0.88,183.0,1976.0,24.0,7.0,0.0,0.0,26.0,26.0
UFC 37: High Impact,Paul Creighton,0.69,56.0,0.0,0.0,BJ Penn,0.75,8.0,8.0,3.0,"Bossier City, Louisiana, USA",3.0,2.0,Lightweight,0.0,KO/TKO,2002.0,4.65,0.72,167.64000000000001,67.0,Southpaw,0.75,0.3,0.0,0.37,5.37,0.0,155,1970,3,1,0,0,3.2,2.76,175.26,70.0,Orthodox,0.48,0.56,0.5,0.55,1.19,0.74,155.0,1978.0,16.0,14.0,2.0,0.0,32.0,24.0
UFC 37: High Impact,Ricco Rodriguez,0.57,33.0,5.0,3.0,Tsuyoshi Kohsaka,0.54,11.0,1.0,1.0,"Bossier City, Louisiana, USA",3.0,2.0,Heavyweight,1.0,KO/TKO,2002.0,1.15,1.85,193.04,78.0,Orthodox,0.51,0.61,1.0,0.39,2.3,0.4,265,1977,53,25,0,1,4.41,1.88,180.34,73.0,Orthodox,0.38,0.54,0.4,0.2,1.32,0.33,225.0,1970.0,27.0,19.0,2.0,0.0,25.0,32.0
UFC 37: High Impact,Murilo Bustamante,0.42,40.0,2.0,2.0,Matt Lindland,0.53,66.0,3.0,0.0,"Bossier City, Louisiana, USA",5.0,3.0,Middleweight,1.0,SUB,2002.0,1.9,1.33,187.96,75.0,Orthodox,0.32,0.6,1.2,0.33,2.46,0.54,183,1966,15,8,1,0,1.56,2.62,182.88,74.0,Southpaw,0.5,0.52,1.3,0.48,3.01,0.6,185.0,1970.0,22.0,9.0,0.0,0.0,36.0,32.0
UFC 36: Worlds Collide,Kelly Dullanty,0.25,8.0,3.0,1.0,Matt Serra,0.0,1.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,1.0,Lightweight,0.0,SUB,2002.0,0.67,0.0,172.72,70.0,Orthodox,0.0,0.75,0.0,0.0,0.0,0.66,155,1977,4,2,0,0,2.64,1.98,167.64000000000001,68.0,Orthodox,0.39,0.46,0.9,0.2,2.05,0.38,170.0,1974.0,11.0,7.0,0.0,0.0,25.0,28.0
UFC 36: Worlds Collide,Evan Tanner,0.53,13.0,0.0,0.0,Elvis Sinosic,0.5,8.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,1.0,Light Heavyweight,1.0,KO/TKO,2002.0,2.64,3.05,182.88,74.0,Orthodox,0.59,0.56,1.3,0.43,2.55,0.25,185,1971,32,8,0,0,4.6,1.13,190.5,77.0,Orthodox,0.37,0.53,1.2,0.0,0.0,0.0,205.0,1971.0,7.0,11.0,2.0,0.0,31.0,31.0
UFC 36: Worlds Collide,Frank Mir,0.66,6.0,0.0,0.0,Pete Williams,0.0,1.0,1.0,1.0,"Las Vegas, Nevada, USA",3.0,1.0,Heavyweight,1.0,SUB,2002.0,3.84,2.18,190.5,79.0,Southpaw,0.47,0.38,2.0,0.4,2.02,0.54,264,1979,18,11,0,0,2.77,0.61,190.5,77.0,Orthodox,0.62,0.4,0.9,0.4,1.84,0.16,235.0,1975.0,12.0,6.0,0.0,0.0,23.0,27.0
UFC 36: Worlds Collide,Hayato Sakurai,0.62,58.0,11.0,9.0,Matt Hughes,0.41,12.0,0.0,0.0,"Las Vegas, Nevada, USA",5.0,4.0,Welterweight,0.0,KO/TKO,2002.0,1.94,2.45,170.18,69.0,Orthodox,0.49,0.59,0.3,0.69,1.87,0.56,168,1975,38,13,2,0,1.36,2.14,175.26,73.0,Switch,0.53,0.53,1.2,0.5,2.95,0.35,170.0,1973.0,45.0,9.0,0.0,0.0,27.0,29.0
UFC 36: Worlds Collide,Matt Lindland,0.5,40.0,1.0,1.0,Pat Miletich,0.5,2.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,1.0,Middleweight,1.0,KO/TKO,2002.0,1.56,2.62,182.88,74.0,Southpaw,0.5,0.52,1.3,0.48,3.01,0.6,185,1970,22,9,0,0,1.66,1.79,177.8,72.0,Orthodox,0.45,0.63,1.0,1.0,1.96,0.54,170.0,1968.0,29.0,7.0,2.0,0.0,32.0,34.0
UFC 35: Throwdown,Murilo Bustamante,0.75,12.0,7.0,2.0,Dave Menne,0.42,33.0,0.0,0.0,"Uncasville, Connecticut, USA",5.0,2.0,Middleweight,1.0,KO/TKO,2002.0,1.9,1.33,187.96,75.0,Orthodox,0.32,0.6,1.2,0.33,2.46,0.54,183,1966,15,8,1,0,1.99,1.84,177.8,72.0,Orthodox,0.44,0.42,2.5,0.5,0.46,0.57,170.0,1974.0,45.0,17.0,2.0,0.0,36.0,28.0
UFC 35: Throwdown,Jeff Monson,0.64,65.0,4.0,3.0,Ricco Rodriguez,0.35,20.0,6.0,2.0,"Uncasville, Connecticut, USA",3.0,3.0,Heavyweight,0.0,KO/TKO,2002.0,2.87,0.97,175.26,74.0,Orthodox,0.3,0.59,0.7,0.12,1.06,0.66,247,1971,60,26,1,0,1.15,1.85,193.04,78.0,Orthodox,0.51,0.61,1.0,0.39,2.3,0.4,265.0,1977.0,53.0,25.0,0.0,1.0,31.0,25.0
UFC 35: Throwdown,BJ Penn,0.38,98.0,1.0,1.0,Jens Pulver,0.52,93.0,10.0,7.0,"Uncasville, Connecticut, USA",5.0,5.0,Lightweight,0.0,M-DEC,2002.0,3.2,2.76,175.26,70.0,Orthodox,0.48,0.56,0.5,0.55,1.19,0.74,155,1978,16,14,2,0,3.13,2.12,170.18,70.0,Southpaw,0.37,0.56,0.3,0.33,0.22,0.63,145.0,1974.0,27.0,19.0,1.0,0.0,24.0,28.0
UFC 28: High Stakes,Aaron Brink,0.5,4.0,1.0,1.0,Andrei Arlovski,0.0,5.0,1.0,0.0,"Atlantic City, New Jersey, USA",3.0,1.0,Heavyweight,0.0,SUB,2000.0,5.71,3.49,190.5,77.0,Orthodox,0.42,0.57,0.0,0.0,0.0,0.0,205,1974,26,26,0,2,3.22,3.82,190.5,77.0,Orthodox,0.45,0.57,0.2,0.35,0.37,0.76,240.0,1979.0,34.0,24.0,0.0,2.0,26.0,21.0
UFC 28: High Stakes,Maurice Smith,0.41,17.0,5.0,4.0,Renato Sobral,0.41,12.0,0.0,0.0,"Atlantic City, New Jersey, USA",3.0,3.0,Heavyweight,0.0,M-DEC,2000.0,0.47,0.41,187.96,75.0,Orthodox,0.46,0.6,0.9,0.5,0.89,0.2,221,1961,12,14,0,0,1.53,2.23,185.42,75.0,Orthodox,0.45,0.57,2.6,0.42,2.48,0.65,205.0,1975.0,37.0,11.0,0.0,0.0,39.0,25.0
UFC 28: High Stakes,Randy Couture,0.68,41.0,1.0,1.0,Kevin Randleman,0.78,19.0,2.0,2.0,"Atlantic City, New Jersey, USA",5.0,3.0,Heavyweight,1.0,KO/TKO,2000.0,1.53,2.85,185.42,75.0,Orthodox,0.57,0.59,0.5,0.46,2.78,0.58,205,1963,19,11,0,0,1.12,1.26,177.8,72.0,Orthodox,0.54,0.57,0.8,0.56,2.0,0.3,205.0,1971.0,17.0,16.0,0.0,0.0,37.0,29.0
UFC 43: Meltdown,Pedro Rizzo,0.43,91.0,3.0,1.0,Tra Telligman,0.5,67.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,2.0,Heavyweight,1.0,KO/TKO,2003.0,3.02,1.93,185.42,75.0,Orthodox,0.34,0.5,0.0,0.28,0.26,0.78,241,1974,20,11,0,0,3.02,1.83,187.96,75.0,Orthodox,0.35,0.56,0.0,1.0,0.87,0.8,233.0,1965.0,7.0,5.0,1.0,0.0,29.0,38.0
UFC 50: The War Of '04,Travis Lutter,0.09,11.0,1.0,0.0,Marvin Eastman,0.22,45.0,0.0,0.0,"Atlantic City, New Jersey, USA",3.0,2.0,Light Heavyweight,1.0,KO/TKO,2004.0,2.42,0.41,180.34,75.0,Orthodox,0.32,0.42,0.7,0.24,1.95,0.3,185,1973,10,6,0,0,3.92,2.21,175.26,73.0,Orthodox,0.35,0.42,0.0,0.33,1.38,0.81,185.0,1971.0,18.0,15.0,1.0,0.0,31.0,33.0
UFC 51: Super Saturday,Drew Fickett,0.46,28.0,1.0,0.0,Nick Diaz,0.37,8.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,1.0,Welterweight,0.0,KO/TKO,2005.0,2.29,2.33,177.8,70.0,Orthodox,0.41,0.57,2.2,0.35,1.3,0.3,155,1979,42,21,0,0,3.84,5.71,185.42,76.0,Southpaw,0.42,0.59,1.0,0.32,1.28,0.6,170.0,1983.0,26.0,10.0,0.0,2.0,26.0,22.0
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Alex Karalexis,0.5,12.0,0.0,0.0,Josh Rafferty,0.33,3.0,1.0,0.0,"Las Vegas, Nevada, USA",3.0,1.0,Welterweight,1.0,KO/TKO,2005.0,2.39,2.57,172.72,66.0,Orthodox,0.42,0.54,0.9,0.45,2.7,0.86,155,1977,10,6,0,0,3.6,0.6,182.88,74.0,Orthodox,0.33,0.5,9.0,0.0,0.0,0.0,170.0,1981.0,9.0,8.0,0.0,0.0,28.0,24.0
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Mike Swick,0.53,13.0,0.0,0.0,Alex Schoenauer,0.25,4.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,1.0,Middleweight,1.0,KO/TKO,2005.0,2.29,2.36,185.42,77.0,Orthodox,0.37,0.54,0.6,0.5,1.06,0.61,170,1979,15,6,0,0,2.27,1.22,190.5,77.0,Orthodox,0.4,0.42,4.9,0.0,0.0,0.22,185.0,1976.0,15.0,10.0,0.0,0.0,26.0,29.0
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Lodune Sincaid,0.43,82.0,0.0,0.0,Nate Quarry,0.29,34.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,1.0,Middleweight,0.0,KO/TKO,2005.0,6.17,2.72,175.26,71.0,Orthodox,0.42,0.57,0.0,0.0,0.0,0.75,185,1973,15,9,0,0,2.8,4.96,182.88,72.0,Open Stance,0.44,0.66,0.0,0.33,0.25,0.6,185.0,1972.0,12.0,4.0,0.0,0.0,32.0,33.0
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Josh Koscheck,0.82,17.0,2.0,2.0,Chris Sanford,0.5,2.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,1.0,Middleweight,1.0,KO/TKO,2005.0,2.27,1.79,177.8,73.0,Orthodox,0.36,0.63,0.4,0.48,2.46,0.64,170,1977,17,11,0,0,3.22,0.23,180.34,73.0,Orthodox,0.5,0.17,3.5,0.0,0.0,0.0,185.0,1968.0,5.0,1.0,0.0,0.0,28.0,37.0
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Sam Hoger,0.18,119.0,1.0,0.0,Bobby Southworth,0.25,84.0,2.0,1.0,"Las Vegas, Nevada, USA",3.0,3.0,Light Heavyweight,1.0,U-DEC,2005.0,2.25,1.07,187.96,75.0,Orthodox,0.25,0.57,1.3,0.38,1.12,0.29,205,1980,10,4,0,0,1.38,0.99,187.96,75.0,Orthodox,0.39,0.65,1.3,0.78,3.98,0.64,205.0,1969.0,10.0,6.0,0.0,1.0,25.0,36.0
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Chris Leben,0.67,40.0,1.0,1.0,Jason Thacker,0.33,3.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,1.0,Middleweight,1.0,KO/TKO,2005.0,2.87,2.87,180.34,73.0,Southpaw,0.42,0.52,0.8,0.41,1.14,0.53,185,1980,22,11,0,0,17.05,0.63,177.8,72.0,Orthodox,0.33,0.32,0.0,0.0,0.0,0.0,185.0,1975.0,0.0,1.0,0.0,0.0,25.0,30.0
UFC 52: Couture vs Liddell 2,Travis Wiuff,0.55,27.0,3.0,2.0,Renato Sobral,0.6,5.0,2.0,2.0,"Las Vegas, Nevada, USA",3.0,2.0,Light Heavyweight,0.0,SUB,2005.0,4.03,0.48,190.5,77.0,Orthodox,0.3,0.41,1.2,0.57,4.84,0.44,205,1978,75,21,0,1,1.53,2.23,185.42,75.0,Orthodox,0.45,0.57,2.6,0.42,2.48,0.65,205.0,1975.0,37.0,11.0,0.0,0.0,27.0,30.0
UFC 52: Couture vs Liddell 2,Matt Hughes,0.68,19.0,2.0,1.0,Frank Trigg,0.61,21.0,0.0,0.0,"Las Vegas, Nevada, USA",5.0,1.0,Welterweight,1.0,SUB,2005.0,1.36,2.14,175.26,73.0,Switch,0.53,0.53,1.2,0.5,2.95,0.35,170,1973,45,9,0,0,1.9,2.79,175.26,71.0,Southpaw,0.46,0.56,0.8,0.47,2.35,0.75,170.0,1972.0,21.0,9.0,0.0,0.0,32.0,33.0
UFC 52: Couture vs Liddell 2,Chuck Liddell,0.5,26.0,0.0,0.0,Randy Couture,0.37,24.0,0.0,0.0,"Las Vegas, Nevada, USA",5.0,1.0,Light Heavyweight,1.0,KO/TKO,2005.0,2.71,2.97,187.96,76.0,Orthodox,0.35,0.56,0.0,0.75,0.44,0.81,205,1969,21,8,0,0,1.53,2.85,185.42,75.0,Orthodox,0.57,0.59,0.5,0.46,2.78,0.58,205.0,1963.0,19.0,11.0,0.0,0.0,36.0,42.0
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Stephan Bonnar,0.47,184.0,9.0,2.0,Forrest Griffin,0.38,150.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,3.0,Light Heavyweight,0.0,U-DEC,2005.0,3.01,2.76,193.04,79.0,Orthodox,0.38,0.52,1.0,0.4,1.32,0.6,205,1977,15,9,0,0,2.81,4.38,190.5,77.0,Orthodox,0.36,0.61,0.7,0.48,1.05,0.57,205.0,1979.0,19.0,7.0,0.0,0.0,28.0,26.0
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Ken Shamrock,0.63,36.0,0.0,0.0,Rich Franklin,0.0,4.0,1.0,1.0,"Las Vegas, Nevada, USA",3.0,1.0,Light Heavyweight,0.0,KO/TKO,2005.0,4.3,1.47,185.42,72.0,Orthodox,0.46,0.39,2.5,0.6,0.94,0.44,205,1964,28,17,2,0,2.07,4.1,185.42,76.0,Southpaw,0.44,0.62,0.7,0.66,1.31,0.63,185.0,1974.0,29.0,7.0,0.0,1.0,41.0,31.0
UFC 51: Super Saturday,Karo Parisyan,0.43,66.0,9.0,7.0,Chris Lytle,0.43,16.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,3.0,Welterweight,1.0,U-DEC,2005.0,2.19,2.49,177.8,72.0,Orthodox,0.41,0.58,1.0,0.59,5.27,0.59,170,1982,24,11,0,1,3.03,3.76,180.34,68.0,Orthodox,0.45,0.58,2.4,0.55,0.7,0.55,170.0,1974.0,31.0,18.0,5.0,0.0,23.0,31.0
UFC 51: Super Saturday,David Loiseau,0.5,34.0,0.0,0.0,Gideon Ray,0.47,23.0,1.0,1.0,"Las Vegas, Nevada, USA",3.0,1.0,Middleweight,1.0,KO/TKO,2005.0,3.64,1.59,182.88,76.0,Orthodox,0.44,0.43,0.1,0.42,0.43,0.36,185,1979,23,11,0,0,2.58,2.08,177.8,72.0,Southpaw,0.4,0.53,0.0,1.0,1.49,0.0,185.0,1973.0,17.0,15.0,1.0,0.0,26.0,32.0
UFC 51: Super Saturday,James Irvin,0.66,15.0,1.0,1.0,Mike Kyle,0.5,6.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,1.0,Heavyweight,0.0,KO/TKO,2005.0,3.86,2.03,187.96,75.0,Orthodox,0.48,0.35,0.5,0.0,0.0,0.36,205,1978,17,10,0,2,3.35,3.93,193.04,77.0,Orthodox,0.51,0.49,0.8,0.62,1.33,0.5,205.0,1980.0,22.0,14.0,1.0,2.0,27.0,25.0
UFC 51: Super Saturday,Paul Buentello,0.44,50.0,0.0,0.0,Justin Eilers,0.25,28.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,1.0,Heavyweight,1.0,KO/TKO,2005.0,3.83,3.29,187.96,77.0,Orthodox,0.45,0.52,0.4,0.33,0.19,0.39,245,1974,35,17,0,0,5.66,2.86,185.42,75.0,Orthodox,0.43,0.49,0.0,0.25,0.82,0.5,235.0,1978.0,19.0,7.0,1.0,0.0,31.0,27.0
UFC 51: Super Saturday,Evan Tanner,0.67,28.0,0.0,0.0,David Terrell,0.44,9.0,2.0,2.0,"Las Vegas, Nevada, USA",5.0,1.0,Middleweight,1.0,KO/TKO,2005.0,2.64,3.05,182.88,74.0,Orthodox,0.59,0.56,1.3,0.43,2.55,0.25,185,1971,32,8,0,0,2.71,2.34,185.42,75.0,Southpaw,0.63,0.37,5.5,0.5,5.54,0.0,185.0,1978.0,6.0,2.0,0.0,0.0,34.0,27.0
UFC 50: The War Of '04,Georges St-Pierre,0.28,14.0,7.0,2.0,Matt Hughes,0.35,17.0,1.0,1.0,"Atlantic City, New Jersey, USA",5.0,1.0,Welterweight,0.0,SUB,2004.0,1.4,3.78,180.34,76.0,Orthodox,0.53,0.72,1.1,0.74,4.16,0.83,185,1981,26,2,0,0,1.36,2.14,175.26,73.0,Switch,0.53,0.53,1.2,0.5,2.95,0.35,170.0,1973.0,45.0,9.0,0.0,0.0,23.0,31.0
UFC 50: The War Of '04,Rich Franklin,0.56,73.0,3.0,3.0,Jorge Rivera,0.53,41.0,1.0,0.0,"Atlantic City, New Jersey, USA",3.0,3.0,Middleweight,1.0,SUB,2004.0,2.07,4.1,185.42,76.0,Southpaw,0.44,0.62,0.7,0.66,1.31,0.63,185,1974,29,7,0,1,2.64,3.16,185.42,73.0,Orthodox,0.48,0.54,0.1,0.5,0.84,0.63,185.0,1972.0,20.0,9.0,0.0,0.0,30.0,32.0
UFC 50: The War Of '04,Patrick Cote,0.6,75.0,3.0,2.0,Tito Ortiz,0.4,27.0,1.0,0.0,"Atlantic City, New Jersey, USA",3.0,3.0,Light Heavyweight,0.0,U-DEC,2004.0,3.21,2.81,180.34,75.0,Orthodox,0.48,0.48,0.2,0.2,0.68,0.43,170,1980,23,11,0,0,2.88,2.59,190.5,74.0,Orthodox,0.46,0.6,0.6,0.35,2.47,0.54,205.0,1975.0,19.0,12.0,1.0,0.0,24.0,29.0
UFC 49: Unfinished Business,Karo Parisyan,0.34,79.0,15.0,9.0,Nick Diaz,0.36,102.0,2.0,1.0,"Las Vegas, Nevada, USA",3.0,3.0,Welterweight,1.0,S-DEC,2004.0,2.19,2.49,177.8,72.0,Orthodox,0.41,0.58,1.0,0.59,5.27,0.59,170,1982,24,11,0,1,3.84,5.71,185.42,76.0,Southpaw,0.42,0.59,1.0,0.32,1.28,0.6,170.0,1983.0,26.0,10.0,0.0,2.0,22.0,21.0
UFC 49: Unfinished Business,Chris Lytle,0.48,25.0,1.0,0.0,Ronald Jhun,0.5,16.0,1.0,1.0,"Las Vegas, Nevada, USA",3.0,2.0,Welterweight,1.0,SUB,2004.0,3.03,3.76,180.34,68.0,Orthodox,0.45,0.58,2.4,0.55,0.7,0.55,170,1974,31,18,5,0,3.01,1.45,180.34,73.0,Orthodox,0.57,0.5,0.0,1.0,1.81,1.0,170.0,1970.0,24.0,26.0,2.0,0.0,30.0,34.0
UFC 49: Unfinished Business,Justin Eilers,0.44,9.0,1.0,0.0,Mike Kyle,0.43,16.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,1.0,Heavyweight,1.0,KO/TKO,2004.0,5.66,2.86,185.42,75.0,Orthodox,0.43,0.49,0.0,0.25,0.82,0.5,235,1978,19,7,1,0,3.35,3.93,193.04,77.0,Orthodox,0.51,0.49,0.8,0.62,1.33,0.5,205.0,1980.0,22.0,14.0,1.0,2.0,26.0,24.0
UFC 49: Unfinished Business,Matt Lindland,0.71,7.0,0.0,0.0,David Terrell,0.0,1.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,1.0,Middleweight,0.0,KO/TKO,2004.0,1.56,2.62,182.88,74.0,Southpaw,0.5,0.52,1.3,0.48,3.01,0.6,185,1970,22,9,0,0,2.71,2.34,185.42,75.0,Southpaw,0.63,0.37,5.5,0.5,5.54,0.0,185.0,1978.0,6.0,2.0,0.0,0.0,34.0,26.0
